row.names.cor.mat.	AUC
LOC650155	LOC650155	-0.0134935490961068
FOXN1	FOXN1	-0.01349586836648
LCN15	LCN15	-0.0135113786700031
LOC728556	LOC728556	-0.0135367428436065
CARD18	CARD18	-0.013550841245218
LOC651581	LOC651581	-0.0135528475687421
LOC100128474	LOC100128474	-0.0135709063302909
LOC100132526	LOC100132526	-0.0135866006079139
LOC100133583	LOC100133583	-0.0135910881207516
LOC100128007	LOC100128007	-0.0136094875701406
LOC100133033	LOC100133033	-0.0136336180315474
ABHD15	ABHD15	-0.0136396091906532
C14ORF173	C14ORF173	-0.0136697460818814
PCDHA6	PCDHA6	-0.0136714727117336
HS.545111	HS.545111	-0.0136771014825429
LOC100133220	LOC100133220	-0.0137470450841044
LOC100127894	LOC100127894	-0.0137567872734176
GKN1	GKN1	-0.0138037273405484
FKBP9	FKBP9	-0.0138633433659099
C12ORF37	C12ORF37	-0.0139665956418561
LOC644511	LOC644511	-0.013971127833839
LOC344593	LOC344593	-0.0139928040075811
C1RL	C1RL	-0.0140099507239384
HS.187499	HS.187499	-0.0140148056670999
LOC92154	LOC92154	-0.0141311045531868
ZNF667	ZNF667	-0.0141762921370068
GFAP	GFAP	-0.014195707162727
OR52H1	OR52H1	-0.0142046372127958
HS.371300	HS.371300	-0.0142254810262398
FAM86B1	FAM86B1	-0.0142767457304515
TMEM63B	TMEM63B	-0.0142777979368381
HS.148238	HS.148238	-0.0142854405508436
LOC440104	LOC440104	-0.0143343153553907
LOC650611	LOC650611	-0.0143658849736874
WSB1	WSB1	-0.0143912316081626
LOC647285	LOC647285	-0.0143967961677669
GTSE1	GTSE1	-0.014451237699153
DHRS3	DHRS3	-0.0144554709489045
HECTD2	HECTD2	-0.0144644093542837
NCRNA00094	NCRNA00094	-0.0144738392235831
FLJ22795	FLJ22795	-0.0145082219146573
SEC63	SEC63	-0.0145139959958493
HS.351542	HS.351542	-0.0145559696085569
SLC17A7	SLC17A7	-0.0145571242994408
VCY1B	VCY1B	-0.0146474881422512
HS.573021	HS.573021	-0.0146592760612754
KLB	KLB	-0.0146707623857587
C14ORF45	C14ORF45	-0.0146813142620483
TMEM55A	TMEM55A	-0.0147145476863416
ADAM21P	ADAM21P	-0.0147221150312334
LOC647868	LOC647868	-0.0147337862476743
C16ORF56	C16ORF56	-0.0147506898703442
HS.505141	HS.505141	-0.014846342541632
LOC649752	LOC649752	-0.0148477894194837
OOEP	OOEP	-0.0149361900273311
LOC644954	LOC644954	-0.0149379932560529
LOC653214	LOC653214	-0.0149423206124186
LOC100129083	LOC100129083	-0.0149708255182369
LOC390483	LOC390483	-0.0150571035838231
RBM33	RBM33	-0.015071042109738
LPHN3	LPHN3	-0.0151206419062552
ZNF91	ZNF91	-0.015121653603756
LOC100130905	LOC100130905	-0.0151485127538931
C14ORF101	C14ORF101	-0.0152944516517967
HS.564531	HS.564531	-0.0153013612763116
CEACAM6	CEACAM6	-0.0153120284978703
LOC100130589	LOC100130589	-0.0153138803191125
LOC728403	LOC728403	-0.0153261201059851
C1QTNF7	C1QTNF7	-0.0153261417282013
SLC25A3	SLC25A3	-0.0153393950412798
LOC100216545	LOC100216545	-0.0153506241439986
LOC728412	LOC728412	-0.015352055406928
IPMK	IPMK	-0.0153839069650118
LOC651008	LOC651008	-0.0154023892300117
LOC647193	LOC647193	-0.0154034705612606
C2CD2	C2CD2	-0.0154225207469165
RSPO3	RSPO3	-0.015437980202999
PDXDC1	PDXDC1	-0.0154420387435533
TMEM85	TMEM85	-0.0154456869743478
LOC400807	LOC400807	-0.0154872160692802
FAM181A	FAM181A	-0.0155246426758224
LOC645334	LOC645334	-0.0155581139725684
MIR448	MIR448	-0.0155715718831031
LOC100133477	LOC100133477	-0.0155971168713639
LOC730281	LOC730281	-0.0155998963622157
COL7A1	COL7A1	-0.015606171245101
PAN2	PAN2	-0.015661533084975
ZNF3	ZNF3	-0.0156674720242232
FOXK1	FOXK1	-0.015675715004501
VPS37D	VPS37D	-0.0156765620957635
GTF2A2	GTF2A2	-0.0157314395602948
FLJ45455	FLJ45455	-0.0157350791520442
SFRS15	SFRS15	-0.0157363145925234
HS.98563	HS.98563	-0.0157855000832251
PSMC3	PSMC3	-0.0158124870863218
LOC100134209	LOC100134209	-0.0158308315751682
SPATA13	SPATA13	-0.0158369173156079
PLD6	PLD6	-0.0158392117162792
SLC25A11	SLC25A11	-0.0158484959433647
PTDSS2	PTDSS2	-0.0158521579721272
VSIG6	VSIG6	-0.0159168080749696
LCA5L	LCA5L	-0.0159230030184801
HS.581938	HS.581938	-0.015935655760009
MMP16	MMP16	-0.0159664973054766
YAP1	YAP1	-0.016017121579692
CD200R1	CD200R1	-0.0160469371478124
B3GNT2	B3GNT2	-0.016050758187703
HS.572102	HS.572102	-0.0160588277141116
LOC646443	LOC646443	-0.0160606668578484
CAV2	CAV2	-0.0160616531822467
LOC645850	LOC645850	-0.016087483576922
MIR27A	MIR27A	-0.0160929919782231
LOC729639	LOC729639	-0.0161051406247832
OTUD6A	OTUD6A	-0.0161139486169894
CBY1	CBY1	-0.0161159146612317
TMEM87A	TMEM87A	-0.0161325400805821
ANAPC7	ANAPC7	-0.0161467030840361
TRIM13	TRIM13	-0.0162056331619931
NKAIN2	NKAIN2	-0.0162135759249732
TAF8	TAF8	-0.0162521234470083
EXOSC7	EXOSC7	-0.016287766237209
CCS	CCS	-0.0162995375217262
KLHL38	KLHL38	-0.0163304054458783
LOC100130157	LOC100130157	-0.0164009566116424
NY.REN.7	NY.REN.7	-0.01640942278529
LOC653338	LOC653338	-0.0164514432522195
PNMT	PNMT	-0.0164705705531887
IFRD1	IFRD1	-0.0164825470342012
LOC652575	LOC652575	-0.0165326854293035
HS.563805	HS.563805	-0.0165482814435224
CCR7	CCR7	-0.0165640137162525
KDELR3	KDELR3	-0.0165651128696307
LOC653197	LOC653197	-0.0165901269116238
LOC100130138	LOC100130138	-0.0166062460052328
TSSK6	TSSK6	-0.0166356151808457
LOC643302	LOC643302	-0.0166572325316828
FLJ21767	FLJ21767	-0.0166766819906921
LOC100134031	LOC100134031	-0.0166893986778871
CXORF24	CXORF24	-0.0167194232326656
SERPINB12	SERPINB12	-0.0167790747540947
HS.496730	HS.496730	-0.0167926017547003
FLJ46321	FLJ46321	-0.0168087425591018
LOC391746	LOC391746	-0.0168198993817483
CYP2C8	CYP2C8	-0.0168227154652243
SYNPO2	SYNPO2	-0.0168256956346302
ZNF511	ZNF511	-0.0170555140734662
CLSPN	CLSPN	-0.0170876874475378
HS.576072	HS.576072	-0.017096707224519
LOC646626	LOC646626	-0.0171065539979588
NR5A2	NR5A2	-0.0171391044756893
LOC283804	LOC283804	-0.017243918707032
HS.563980	HS.563980	-0.0172613997167567
PRDX4	PRDX4	-0.0172686744458878
SFRP4	SFRP4	-0.0173019651717464
LOC441773	LOC441773	-0.0173113021238861
CBLN2	CBLN2	-0.0173651052367887
LOC647337	LOC647337	-0.0173982842792737
FAM115C	FAM115C	-0.0174042487152371
LOC653499	LOC653499	-0.01746066918438
ATP5SL	ATP5SL	-0.0174968545078239
SNORA35	SNORA35	-0.0175038132157285
FLJ25006	FLJ25006	-0.0175136279456252
LOC730427	LOC730427	-0.0175727279120626
SULT1E1	SULT1E1	-0.0176069582505012
C2ORF55	C2ORF55	-0.0176159609954823
LBP	LBP	-0.0176387720695859
IVNS1ABP	IVNS1ABP	-0.0176944278495561
X6.Sep	X6.Sep	-0.017727219840355
LOC100130503	LOC100130503	-0.0177679708073905
HPX	HPX	-0.017787557700492
CECR7	CECR7	-0.0178182664237491
C14ORF131	C14ORF131	-0.0178218694397311
FLJ43663	FLJ43663	-0.0178523056112391
LOC339290	LOC339290	-0.0178586490356231
OR2H1	OR2H1	-0.0178653099058442
MSL2	MSL2	-0.0179293470956246
LOC100130513	LOC100130513	-0.0179402896495142
LOC100134744	LOC100134744	-0.0179530767326938
U2AF2	U2AF2	-0.0180387346749316
SLCO2A1	SLCO2A1	-0.0180659568967764
LOC650938	LOC650938	-0.0180676324828168
MIR532	MIR532	-0.0180689825344579
LOC441528	LOC441528	-0.018072767144436
PEX11G	PEX11G	-0.0180932314972698
LOC642072	LOC642072	-0.0181374138923675
LOC653806	LOC653806	-0.0181641547090671
UBE2G1	UBE2G1	-0.0181666465530829
KIAA0692	KIAA0692	-0.0181797751019303
LYST	LYST	-0.0182095264361803
MED12L	MED12L	-0.0182105348806658
MUC5AC	MUC5AC	-0.0183052243054415
LOC100130709	LOC100130709	-0.0183190857312362
LOC644806	LOC644806	-0.0183430483826847
LOC649659	LOC649659	-0.0183643430861756
ARHGEF5	ARHGEF5	-0.0183805664012329
NAP1L3	NAP1L3	-0.0183811005977448
C3ORF57	C3ORF57	-0.0184412718669488
MCRS1	MCRS1	-0.0184633072054242
INSC	INSC	-0.0185459862039584
EFCAB4B	EFCAB4B	-0.0185541724398163
C20ORF3	C20ORF3	-0.0186087674143872
LMBRD1	LMBRD1	-0.0186870878659423
C20ORF111	C20ORF111	-0.0187083300219654
LOC392787	LOC392787	-0.0187104233523606
SFRS7	SFRS7	-0.0187258615164788
IP6K3	IP6K3	-0.0187353302231311
LOC100130208	LOC100130208	-0.0187806434174165
LOC729590	LOC729590	-0.0187952017510555
RGS4	RGS4	-0.018812669944633
GPR110	GPR110	-0.0188249857443199
HILS1	HILS1	-0.0188419057656397
ASS1	ASS1	-0.018879957186223
ZBED2	ZBED2	-0.0189034608877354
OR4A16	OR4A16	-0.0189131320034678
TSG101	TSG101	-0.0189815061213159
LOC100128269	LOC100128269	-0.0189922214020926
LOC648089	LOC648089	-0.0190008259452927
LOC651936	LOC651936	-0.0190046151468942
LOC650040	LOC650040	-0.0190115559346863
GRB7	GRB7	-0.0190704086474479
CSNK2A1	CSNK2A1	-0.0190756628637153
C20ORF77	C20ORF77	-0.0190812171357696
MIR298	MIR298	-0.0190990160043339
DRD1	DRD1	-0.0191249620916042
SOX10	SOX10	-0.0192627202709192
LOC646881	LOC646881	-0.0193355568370059
LOC642817	LOC642817	-0.0193790843442004
LOC400759	LOC400759	-0.0194064738801054
HS.574902	HS.574902	-0.0194145069642908
NUDT21	NUDT21	-0.0194327046650552
RAB3IP	RAB3IP	-0.0194663449019293
HS.91389	HS.91389	-0.0194692176819328
HS.539384	HS.539384	-0.0194933363496091
LOC100131894	LOC100131894	-0.0194977520631196
RTN4IP1	RTN4IP1	-0.0195028517038356
FAM14B	FAM14B	-0.0195435304711231
HS.568326	HS.568326	-0.0196395738582238
SCNM1	SCNM1	-0.0197975195235145
LOC652725	LOC652725	-0.0197982231411097
USH2A	USH2A	-0.0198200880422934
TIPIN	TIPIN	-0.019856374358722
FLJ25996	FLJ25996	-0.0198685875689456
SFRS18	SFRS18	-0.0198998683373848
ADIG	ADIG	-0.019907717586341
LOC653314	LOC653314	-0.0199209164427646
UCN3	UCN3	-0.0199455975619539
SNORD42B	SNORD42B	-0.0199843557345837
FLG	FLG	-0.0199884487715429
ANKRD20A4	ANKRD20A4	-0.0200322688692291
LGALS1	LGALS1	-0.0200656473038053
FAM162A	FAM162A	-0.0201016138688706
SERPINB1	SERPINB1	-0.0201616760101873
ATAD3C	ATAD3C	-0.020179663754664
HS.547601	HS.547601	-0.0202017940789716
LOC643158	LOC643158	-0.0202230249099028
LOC644021	LOC644021	-0.0202488505334406
HS.556018	HS.556018	-0.0202592266601313
MIR139	MIR139	-0.0202720088010009
ARFRP1	ARFRP1	-0.0202769867132271
FLJ21687	FLJ21687	-0.0203121570293573
ST8SIA4	ST8SIA4	-0.0203548639820063
FLJ46109	FLJ46109	-0.0203600650791708
LOC642290	LOC642290	-0.02038744706817
FGG	FGG	-0.0204635910188303
NAT5	NAT5	-0.0204747919500139
FLJ25037	FLJ25037	-0.0204756205763644
PCYT2	PCYT2	-0.0204865138341474
PTPN5	PTPN5	-0.0204874736341758
POLR2B	POLR2B	-0.0205394310530649
FHDC1	FHDC1	-0.0205885775004879
DUOX2	DUOX2	-0.0205972443007106
C4ORF39	C4ORF39	-0.0206015793603599
LOC647529	LOC647529	-0.0206523465728149
LOC654191	LOC654191	-0.0206565954660967
LOC163233	LOC163233	-0.0206787356095285
TMEM54	TMEM54	-0.0206863121627707
LOC648293	LOC648293	-0.0207274122485614
LOC648684	LOC648684	-0.0207281702925806
MIR524	MIR524	-0.0207420466904898
LOC650262	LOC650262	-0.0207649352743869
LOC652468	LOC652468	-0.0207670246485704
C20ORF79	C20ORF79	-0.0207727952181313
LOC100134383	LOC100134383	-0.020796338843933
KIAA0363	KIAA0363	-0.0209427883469249
HS.565987	HS.565987	-0.0209881316090037
LOC100130982	LOC100130982	-0.0209918058894217
HS.550285	HS.550285	-0.0210104601405345
LOC654254	LOC654254	-0.0210634494379075
LOC100132880	LOC100132880	-0.021076284093819
HS.44650	HS.44650	-0.021076550452639
KRT18P28	KRT18P28	-0.0210895178885472
TNFAIP8	TNFAIP8	-0.021095778968067
C17ORF96	C17ORF96	-0.0211177170882184
KIAA0284	KIAA0284	-0.021133536225179
LOC339562	LOC339562	-0.0211443198990338
LOC646021	LOC646021	-0.0211496082471591
LOC440917	LOC440917	-0.0211579829122613
KCNQ2	KCNQ2	-0.0211998197278056
MIR663B	MIR663B	-0.0212269893463466
CES7	CES7	-0.0212454356908313
HS.379955	HS.379955	-0.0212566155010781
LOC100134246	LOC100134246	-0.0212920878353878
CAPN11	CAPN11	-0.0212978129591743
MNAT1	MNAT1	-0.0213154956615611
HNRPA1P4	HNRPA1P4	-0.0213323049913744
ZNF841	ZNF841	-0.0213885704688635
HS.544145	HS.544145	-0.0214815311572183
IGF2	IGF2	-0.0214890708587831
TTC31	TTC31	-0.0215093717999254
LOC650098	LOC650098	-0.0216638401571245
ARGLU1	ARGLU1	-0.0216655693651354
GOLGA3	GOLGA3	-0.0216950273282307
CR2	CR2	-0.0216998392262177
LOC651101	LOC651101	-0.0217212833190538
LOC642377	LOC642377	-0.0217661832151713
LOC100134167	LOC100134167	-0.0217902490539148
LSM4	LSM4	-0.0218095042863787
AMY1A	AMY1A	-0.021836040128176
ZNF189	ZNF189	-0.0218471962817118
LOC730347	LOC730347	-0.0218640814880919
HIPK2	HIPK2	-0.0218723840631381
LOC100131836	LOC100131836	-0.0219017931277777
EIF1AY	EIF1AY	-0.0219161964159774
C4ORF18	C4ORF18	-0.0219225903891209
ZNF672	ZNF672	-0.0219558759038277
LOC645712	LOC645712	-0.0220020977015841
RINT1	RINT1	-0.0220649072543231
HS.454202	HS.454202	-0.0220702898513725
FAM71D	FAM71D	-0.0220949623426708
FAM30A	FAM30A	-0.0221449851208959
LOC100130220	LOC100130220	-0.0221838211135173
FEZ2	FEZ2	-0.0221903556689991
C6ORF201	C6ORF201	-0.0222807370317285
LOC126520	LOC126520	-0.0223176926188324
HS.181245	HS.181245	-0.0223177476502007
PDE6B	PDE6B	-0.0223263726725594
CYP4A22	CYP4A22	-0.022347286044998
LOC202181	LOC202181	-0.0223589472280615
ZNF214	ZNF214	-0.0223652385806765
HS.550307	HS.550307	-0.0223707674567322
LOC648424	LOC648424	-0.0224114550720499
GRIN1	GRIN1	-0.0224138664117556
PSG11	PSG11	-0.0224301244913857
LOC220930	LOC220930	-0.0224441894372545
TMEM56	TMEM56	-0.0224577933294582
HS.150147	HS.150147	-0.0224699298261384
ABCF2	ABCF2	-0.0224892286263889
WDR1	WDR1	-0.022540157199521
TSSK3	TSSK3	-0.02255462191858
LOC390354	LOC390354	-0.0225760758516119
LOC349196	LOC349196	-0.0225932309464846
HS.391327	HS.391327	-0.0226231093415219
HS.436679	HS.436679	-0.0226337283518988
DDX50	DDX50	-0.0226588527166757
C21ORF37	C21ORF37	-0.0226682425837064
AP3M1	AP3M1	-0.0226959919158199
LOC643965	LOC643965	-0.0227393952350486
SLMO2	SLMO2	-0.0227758926251759
LOC100132673	LOC100132673	-0.0228042315489905
AP2A1	AP2A1	-0.0228123628272642
HS.352549	HS.352549	-0.0228342614013445
SIGLEC12	SIGLEC12	-0.0228475027385852
SURF1	SURF1	-0.0228683983952418
GUCY1B2	GUCY1B2	-0.0228955597371342
AIF1L	AIF1L	-0.0229109902229933
LOC649425	LOC649425	-0.0229227449541132
LOC652541	LOC652541	-0.0229364481126294
TMEM67	TMEM67	-0.0229831436997323
LOC387791	LOC387791	-0.0230212752219935
PURB	PURB	-0.0230279608699285
TTTY8B	TTTY8B	-0.0230311368768451
CA5BP	CA5BP	-0.0230359602159183
FAM13C1	FAM13C1	-0.0231031176429244
UTP23	UTP23	-0.0231327824441919
ING4	ING4	-0.0231464576258181
CYFIP2	CYFIP2	-0.0231809543323994
LOC283314	LOC283314	-0.0233347380017964
MBTD1	MBTD1	-0.0233448251414405
LOC728919	LOC728919	-0.0233869916274235
THAP5	THAP5	-0.0234082243182647
C14ORF50	C14ORF50	-0.0234215431650394
CEP63	CEP63	-0.0234784430485593
LOC647244	LOC647244	-0.0234797029352762
SLC25A28	SLC25A28	-0.0234930748972572
C17ORF45	C17ORF45	-0.0235229197934026
MLANA	MLANA	-0.0235390479387309
LOC100131342	LOC100131342	-0.0235463770736729
LOC100133737	LOC100133737	-0.0235856274462491
HS.213144	HS.213144	-0.0236309527097433
LOC286002	LOC286002	-0.023668309263386
LOC643493	LOC643493	-0.0236690644592255
LOC728875	LOC728875	-0.0236695814343899
HS.557218	HS.557218	-0.0237168310930241
LOC645416	LOC645416	-0.0237322430827191
LOC100128869	LOC100128869	-0.0237422502618877
HS.202577	HS.202577	-0.0237548723029
KRT18P34	KRT18P34	-0.0238170322858741
LOC643873	LOC643873	-0.0238737514710502
ST7L	ST7L	-0.0239107819573226
HS.542939	HS.542939	-0.0239232847846688
TMIGD2	TMIGD2	-0.0239272394707157
FBXL8	FBXL8	-0.0239622087126807
LOC642350	LOC642350	-0.0240195764420504
AKR1C3	AKR1C3	-0.0240644964231051
PUF60	PUF60	-0.024117318522604
CD19	CD19	-0.0241951376005326
ZSWIM7	ZSWIM7	-0.0242156644233325
GP6	GP6	-0.0242306494390465
LOC645986	LOC645986	-0.0242908234101292
C21ORF42	C21ORF42	-0.0243031021571581
GTF3C2	GTF3C2	-0.0243389555620158
LOC645527	LOC645527	-0.0243927362243178
LOC647869	LOC647869	-0.0244632401522966
LOC645436	LOC645436	-0.0244702664049471
FEM1C	FEM1C	-0.0245054583665136
HDAC7A	HDAC7A	-0.0245198156474766
OR10J3	OR10J3	-0.0245343408976839
ZBTB43	ZBTB43	-0.0245393695679001
C12ORF60	C12ORF60	-0.0245437918239142
C20ORF55	C20ORF55	-0.0245629636150837
ZBTB44	ZBTB44	-0.0245665644500253
MIR1271	MIR1271	-0.024602518092371
NKTR	NKTR	-0.0246085976307792
HS.539482	HS.539482	-0.0246132457842171
FAM90A3	FAM90A3	-0.0246173635862618
LOC728012	LOC728012	-0.0246202085655938
LOC100130692	LOC100130692	-0.0246224635183416
LOC652672	LOC652672	-0.024624969796614
KCTD18	KCTD18	-0.0246866668963724
STOX2	STOX2	-0.0247565649052197
LOC643665	LOC643665	-0.0247657693157922
FAIM3	FAIM3	-0.0248158282785108
TMEM143	TMEM143	-0.0248362599741897
COL21A1	COL21A1	-0.0248617955742755
LOC100128781	LOC100128781	-0.0248909210013824
LOC647988	LOC647988	-0.0248997483579387
KLRC1	KLRC1	-0.0249257237796468
HS.406106	HS.406106	-0.0249306817396391
WNK3	WNK3	-0.024953955580439
LOC641767	LOC641767	-0.0249547220758842
LOC100133521	LOC100133521	-0.0249553854934528
LOC649503	LOC649503	-0.0249567554758504
HSGT1	HSGT1	-0.0250340048737885
IRX2	IRX2	-0.0250383345335604
UTY	UTY	-0.0250965616062523
SCRG1	SCRG1	-0.0251153236002384
JPH2	JPH2	-0.0251385611198373
CA9	CA9	-0.0251413210900077
FLJ37543	FLJ37543	-0.0251742128070324
HS.7572	HS.7572	-0.0251768064130417
CHGB	CHGB	-0.0252444330085634
LOC652251	LOC652251	-0.0252863330489152
HOMEZ	HOMEZ	-0.0253427681430804
LOC728190	LOC728190	-0.0253466549630202
CD82	CD82	-0.0253553285371028
LOC57399	LOC57399	-0.0253706653355087
GABRA6	GABRA6	-0.0254400373911436
LOC654053	LOC654053	-0.0254743345461931
UTP3	UTP3	-0.0255035317805112
HS.278303	HS.278303	-0.0255261284676553
PTPDC1	PTPDC1	-0.0255573089386853
PROX1	PROX1	-0.0255725127949837
LOC651004	LOC651004	-0.0255809556452059
HTR1A	HTR1A	-0.0256502328960883
LOC645231	LOC645231	-0.0256700839292232
LOC731109	LOC731109	-0.0256932021690467
VISA	VISA	-0.0257873092700014
HS.542622	HS.542622	-0.0258341962080479
DDX28	DDX28	-0.0258367301509565
FAM103A1	FAM103A1	-0.025837793064807
ZNF285A	ZNF285A	-0.0258546305022462
COX6BP1	COX6BP1	-0.0258770469682155
HS.573264	HS.573264	-0.0259345954153273
LOC729486	LOC729486	-0.0259387812502432
MIR301B	MIR301B	-0.025953216743672
LOC100130291	LOC100130291	-0.0260112976229526
SETD6	SETD6	-0.0260236987115159
HS.543064	HS.543064	-0.0260611971495463
FLJ20254	FLJ20254	-0.026062689979665
GPC3	GPC3	-0.0262460353212853
HS.559673	HS.559673	-0.0262590921102226
HS.563710	HS.563710	-0.0262667913255946
MICALCL	MICALCL	-0.0262697050870816
PDE4D	PDE4D	-0.0262855359767845
LOC653907	LOC653907	-0.0263109859948887
PPAT	PPAT	-0.0263348234915148
LOC649417	LOC649417	-0.0263356895826486
HS.411472	HS.411472	-0.0263417033677622
SFRP1	SFRP1	-0.0263470076004537
LOC729369	LOC729369	-0.0263556247098838
CD79A	CD79A	-0.0263600737114865
ZDHHC8	ZDHHC8	-0.0263683104840584
CPNE8	CPNE8	-0.0263869802620919
MGC16025	MGC16025	-0.0263930802645729
LOC653497	LOC653497	-0.0264292531270001
KIAA1210	KIAA1210	-0.02645519567783
LOC100131721	LOC100131721	-0.0264591740462391
FAR1	FAR1	-0.0265105914727716
SNTB1	SNTB1	-0.0265323918434017
CRAT	CRAT	-0.0265691713693443
FTMT	FTMT	-0.0265963267515167
C11ORF34	C11ORF34	-0.0266328872282889
LAMB2	LAMB2	-0.0267111718106921
LOC339692	LOC339692	-0.0267621108792714
KIAA0317	KIAA0317	-0.0267689336029397
TMEM188	TMEM188	-0.026781445959375
MIR33A	MIR33A	-0.0267817360677219
LOC642383	LOC642383	-0.0267960132368591
MIR616	MIR616	-0.0268471154916711
LOC647122	LOC647122	-0.0268496818590943
STK11	STK11	-0.02685009340497
LOC729191	LOC729191	-0.0268701153870581
GPR89A	GPR89A	-0.0268994775175679
AP3S2	AP3S2	-0.0269241656580309
WDR52	WDR52	-0.0269278573952364
HS.282470	HS.282470	-0.0269741575770455
HS.403584	HS.403584	-0.0269947926679199
HIST1H4I	HIST1H4I	-0.0270091104239772
LOC650804	LOC650804	-0.027009266738853
CNOT2	CNOT2	-0.0270211401772947
TCF25	TCF25	-0.0270410593177048
LOC642751	LOC642751	-0.0270743459934406
TUBA4A	TUBA4A	-0.0271807998648862
LOC441119	LOC441119	-0.0272117958162362
LOC729792	LOC729792	-0.0272385668674893
C20ORF186	C20ORF186	-0.0272398855235836
LOC100133817	LOC100133817	-0.027253966504204
LOC727866	LOC727866	-0.0272569503882265
LZTFL1	LZTFL1	-0.0272824631823156
KIAA1033	KIAA1033	-0.0272936891119051
ACO1	ACO1	-0.0273058705307092
HS.558072	HS.558072	-0.0273146043333834
HS.443534	HS.443534	-0.0273317348025925
LOC100129095	LOC100129095	-0.0273818716399944
STAM2	STAM2	-0.0273981131817156
LOC100129831	LOC100129831	-0.0274864738321462
FLJ41484	FLJ41484	-0.0275426614271899
A26C3	A26C3	-0.0275922793094903
C1ORF149	C1ORF149	-0.0276012159058811
HS.570460	HS.570460	-0.0276069454942797
ACTA2	ACTA2	-0.0276259046144669
CYP4X1	CYP4X1	-0.0276736371957219
PI4KAP2	PI4KAP2	-0.0276956209960356
HS.130562	HS.130562	-0.0277302318900439
LOC442366	LOC442366	-0.0277316364259898
LOC642432	LOC642432	-0.0278117068962452
SRPK3	SRPK3	-0.0278424366464384
SPRR2G	SPRR2G	-0.0278425333030763
RHOBTB3	RHOBTB3	-0.0278698098179791
PSEN2	PSEN2	-0.0278701703287713
HS.144925	HS.144925	-0.0278710317553144
CCR9	CCR9	-0.0278869653223475
OR1D5	OR1D5	-0.0279133134080792
RUVBL1	RUVBL1	-0.0279649326316017
LOC346887	LOC346887	-0.0279982914366427
SLC26A4	SLC26A4	-0.0280469986695981
KLHL26	KLHL26	-0.0280558456683416
CWF19L1	CWF19L1	-0.0280987418535656
LOC100132025	LOC100132025	-0.0281163009885736
TYK2	TYK2	-0.0281351644236998
SPACA4	SPACA4	-0.0281811480514433
COPG2	COPG2	-0.0281838591874649
LOC646493	LOC646493	-0.028200886888431
LOC644753	LOC644753	-0.0282077562678435
UBA52	UBA52	-0.0282261095134534
LOC100130452	LOC100130452	-0.0282505152491055
FRG1B	FRG1B	-0.0282513230884698
CLUAP1	CLUAP1	-0.0282715192744115
WDR40B	WDR40B	-0.0282768015558604
LOC100129705	LOC100129705	-0.0282808786073801
ZNF324	ZNF324	-0.0282840286283268
KRT74	KRT74	-0.0282856301815585
MGC39584	MGC39584	-0.0282981052358515
YIPF3	YIPF3	-0.0282994495565338
LOC727848	LOC727848	-0.0283041289317875
SLC44A1	SLC44A1	-0.0283155159488093
PARP11	PARP11	-0.0283223255473982
HS.582255	HS.582255	-0.0283227499076795
LOC388820	LOC388820	-0.0283281038834379
XGPY2	XGPY2	-0.0283530420004294
CCDC9	CCDC9	-0.0283570725775114
EREG	EREG	-0.0284559908187801
MIR25	MIR25	-0.0285043456217107
LOC642821	LOC642821	-0.0285125294588486
LOC648689	LOC648689	-0.0285213552095764
MEX3D	MEX3D	-0.0285220728638445
LOC202459	LOC202459	-0.0285544715741541
LIMS2	LIMS2	-0.0285700930473505
HS.552320	HS.552320	-0.0285803386299135
IL1RL2	IL1RL2	-0.0285854845751634
C12ORF63	C12ORF63	-0.0286034309406579
FGF13	FGF13	-0.0286153785760945
LOC728210	LOC728210	-0.0286270297400011
LOC392489	LOC392489	-0.0286454527439807
LOC644295	LOC644295	-0.0287221436147781
LOC100130247	LOC100130247	-0.028727993590918
LOC651751	LOC651751	-0.0287552611929073
CUL7	CUL7	-0.0287738257183558
LOC100133178	LOC100133178	-0.0287873354429367
SPINK4	SPINK4	-0.0289537175786877
TRIM9	TRIM9	-0.0289667500027229
LOC100129466	LOC100129466	-0.0290016139890693
ISOC2	ISOC2	-0.029077134539231
HS.544686	HS.544686	-0.0290953016670367
TMEM26	TMEM26	-0.0291045946618338
HIST1H2BG	HIST1H2BG	-0.0291098529087807
DCUN1D1	DCUN1D1	-0.0291124012613931
HS.128708	HS.128708	-0.0291228989463214
AVPR2	AVPR2	-0.0291391604342116
RP11.529I10.4	RP11.529I10.4	-0.029204689920797
LOC649984	LOC649984	-0.0292292110123505
NEUROD1	NEUROD1	-0.0292668115381624
LOC727775	LOC727775	-0.0293051795856555
MGC24125	MGC24125	-0.029322796998398
EIF3CL	EIF3CL	-0.029331530154884
LOC643797	LOC643797	-0.0293662889303179
C2ORF47	C2ORF47	-0.0293821165768125
ILF2	ILF2	-0.029414332571786
CCDC142	CCDC142	-0.0294218972226276
ADAM30	ADAM30	-0.029427173696109
HS.563020	HS.563020	-0.0294541510622919
SLC22A13	SLC22A13	-0.029480543768186
DCBLD1	DCBLD1	-0.0294894468448127
LOC731228	LOC731228	-0.0294996140541795
LOC650534	LOC650534	-0.0295235364866317
LOC100131387	LOC100131387	-0.0295344438476916
RWDD1	RWDD1	-0.0295757362088563
MPP4	MPP4	-0.0295763988211811
LOC100129104	LOC100129104	-0.0296130754654514
FLJ13305	FLJ13305	-0.0296232977875089
